,INSTNM,STABBR,ADM_RATE_ALL,SATMTMID,SATVRMID,SAT_AVG_ALL,AVGFACSAL,TUITFTE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,RET_FT4,PCTFLOAN,C150_4,mn_earn_wne_p10,md_earn_wne_p10,PFTFAC
3818,Lipscomb University,TN,414,580,585,1149,7138,17769,26094,26094,2,2874,0.7672,0.0769,0.0505,0.0268,0.0014,0,0.0153,0.0216,0.0404,0.387724551,0.133233533,0.140718563,0.144461078,0.193862275,0.7672,0.5766,0.64,45400,39000,0.9802
3823,East Tennessee State University,TN,1350,500,495,1026,6711,6934,7249,22561,1,11399,0.8495,0.0601,0.0199,0.0118,0.0033,0.0009,0.0242,0.0229,0.0074,0.498283098,0.178557802,0.156428844,0.110263258,0.056466997,0.6619,0.5122,0.4129,38900,34000,0.6949
3828,Fisk University,TN,196,435,425,854,5525,11470,20449,20449,2,611,0.0082,0.8707,0.0131,0.0082,0,0,0.0147,0,0.0851,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7014,0.7098,0.5217,36200,33800,0.8
3830,Freed-Hardeman University,TN,1437,520,540,1098,6154,10867,20468,20468,2,1290,0.8775,0.0574,0.014,0.0023,0.0031,0,0.0171,0.0209,0.0078,0.259615385,0.137820513,0.201923077,0.230769231,0.169871795,0.7757,0.6225,0.5325,40000,37000,0.9612
3833,Hiwassee College,TN,551,310,290,863,3271,9932,13320,13320,2,222,0.8243,0.1081,0.027,0,0,0,0.0225,0.018,0,0.587755102,0.163265306,0.134693878,0.057142857,0.057142857,0.7,0.4496,0.0838,29600,25500,0.4857
3838,Johnson University,TN,452,525,515,1022,5485,7453,10800,10800,2,826,0.891,0.0206,0.0266,0.0036,0.0024,0.0012,0.0242,0.0266,0.0036,0.385245902,0.215846995,0.18715847,0.140710383,0.071038251,0.8045,0.601,0.5723,30400,29400,1
3840,King University,TN,695,515,505,1039,4703,9244,24960,24960,2,2121,0.8095,0.0556,0.0217,0.0057,0.0028,0,0.0146,0.0269,0.0632,0.417443774,0.200219419,0.202413604,0.125617115,0.054306089,0.6869,0.6903,0.5165,47100,39700,1
3843,Lane College,TN,343,405,435,716,4704,8453,9180,9180,2,1554,0.0013,0.9987,0,0,0,0,0,0,0,0.769304099,0.142993327,0.053384175,0.022878932,0.011439466,0.4862,0.9312,0.3082,27100,25000,0.9222
3845,Lee University,TN,1431,520,545,1094,5605,9563,13750,13750,2,4143,0.7847,0.0589,0.0403,0.0109,0.0046,0.0014,0.0046,0.0456,0.049,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7719,0.5246,0.5313,34600,32400,1
3846,Lincoln Memorial University,TN,893,520,490,1054,2660,13098,19490,19490,2,1632,0.8388,0.0423,0.0214,0.0086,0.0012,0,0.0116,0.0239,0.0521,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7436,0.866,0.5304,41000,37500,0.7077
3849,Maryville College,TN,979,500,500,1068,6508,11869,31132,31132,2,1139,0.8156,0.072,0.0325,0.0114,0.0061,0.0018,0.0211,0.0369,0.0026,0.4017991,0.148425787,0.188905547,0.146926537,0.113943029,0.722,0.7045,0.5584,41200,36500,1
3853,Memphis College of Art,TN,198,470,560,1030,5255,15765,27500,27500,2,367,0.6022,0.248,0.0654,0.0163,0.0027,0,0.0572,0.0054,0.0027,0.435185185,0.180555556,0.138888889,0.157407407,0.087962963,0.6912,0.7803,0.4722,29400,26700,0.4423
3855,University of Memphis,TN,849,530,525,1031,8304,7413,8312,23024,1,16178,0.4988,0.3936,0.0343,0.0265,0.0025,0.0011,0.0302,0.0083,0.0047,0.535693807,0.159547018,0.131880734,0.095183486,0.077694954,0.7583,0.6224,0.432,41600,37000,0.6415
3858,Middle Tennessee State University,TN,894,510,515,1011,7029,5632,7546,23002,1,20914,0.6662,0.2066,0.0417,0.026,0.0033,0.001,0.0281,0.0144,0.0129,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6838,0.5732,0.4565,40400,36100,0.7393
3860,Milligan College,TN,841,522,532,1096,5717,13827,27916,27916,2,933,0.8371,0.0493,0.0439,0.0118,0.0064,0.0021,0.0182,0.03,0.0011,0.349537037,0.148148148,0.199074074,0.173611111,0.12962963,0.8678,0.6025,0.5206,40400,36400,0.9767
3872,Rhodes College,TN,528,630,640,1288,8035,18208,39794,39794,2,2012,0.7778,0.0586,0.0328,0.0557,0.004,0,0.0303,0.0214,0.0194,0.187855788,0.096774194,0.121442125,0.197343454,0.39658444,0.9259,0.3979,0.7832,65000,50300,0.8157
3878,Sewanee-The University of the South,TN,611,605,625,1248,8389,21020,35756,35756,2,1599,0.8268,0.0482,0.04,0.0194,0,0.0006,0.0394,0.0256,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9073,0.167,0.7805,47500,38200,0.9363
3886,Southern Adventist University,TN,185,515,535,1050,5123,14698,19790,19790,2,2693,0.5106,0.1129,0.2024,0.0709,0.0052,0.0063,0.0301,0.055,0.0067,0.330152672,0.187977099,0.174618321,0.138358779,0.16889313,0.7696,0.5863,0.5969,43200,38500,0.9944
3888,Tennessee Wesleyan College,TN,925,495,470,1006,4834,10090,21800,21800,2,1068,0.8202,0.0721,0.0178,0.0103,0.0009,0.0037,0.0159,0.03,0.029,0.429007634,0.155725191,0.167938931,0.152671756,0.094656489,0.6055,0.6667,0.4444,38200,35300,0.8472
3889,The University of Tennessee-Chattanooga,TN,1136,530,530,1069,7477,4864,7554,22760,1,10184,0.7411,0.1137,0.0321,0.017,0.0024,0.001,0.0777,0.0067,0.0084,0.37219926,0.160757015,0.169675876,0.162714814,0.134653035,0.6912,0.6922,0.3714,41500,36500,0.6318
3890,The University of Tennessee-Knoxville,TN,975,585,580,1199,9976,10296,11194,29684,1,20948,0.8059,0.0735,0.0277,0.0285,0.0025,0,0.028,0.0151,0.0188,0.366218441,0.156695939,0.161772777,0.142563118,0.172749726,0.8563,0.4396,0.6754,52200,42300,0.832
3895,Tennessee Technological University,TN,1457,560,525,1071,7551,4888,7063,22063,1,9827,0.8229,0.0371,0.024,0.012,0.0018,0.0004,0.023,0.0747,0.004,0.394547708,0.186864932,0.185130112,0.145229244,0.088228005,0.7458,0.4547,0.5064,42700,37700,1
3896,Tennessee Temple University,TN,1157,465,430,878,2985,7629,12120,12120,2,704,0.6094,0.2642,0.0398,0.0028,0.0199,0,0.0355,0.0284,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6667,0.9395,0.1897,36700,33300,1
3897,Trevecca Nazarene University,TN,1126,510,535,1049,6337,12553,22330,22330,2,1448,0.7079,0.078,0.0325,0.011,0.0097,0.0014,0.0193,0.0104,0.1298,0.327342747,0.200256739,0.198973042,0.163029525,0.110397946,0.7479,0.713,0.4664,44000,39500,1
3899,Tusculum College,TN,966,480,460,961,4906,9276,22250,22250,2,1844,0.833,0.1139,0.0211,0.0043,0.006,0,0.0016,0.0201,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5,0.753,0.3391,45700,40000,1
3900,Union University,TN,1023,595,630,1174,7369,11059,26880,26880,2,2565,0.7236,0.1747,0.0242,0.0121,0.0019,0.0004,0.014,0.014,0.0351,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9382,0.5108,0.6364,43300,37400,0.5788
3902,Vanderbilt University,TN,18,750,740,1475,12871,22796,42978,42978,2,6794,0.6057,0.0802,0.0792,0.0848,0.0038,0.0006,0.0489,0.0578,0.039,0.301732926,0.159021407,0.146788991,0.132517839,0.259938838,0.9732,0.1349,0.9252,77000,60900,0.8362
3908,Abilene Christian University,TX,340,545,525,1087,5508,14418,28350,28350,2,3647,0.7069,0.076,0.1206,0.0099,0.0036,0.0005,0.0373,0.0417,0.0036,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7941,0.5601,0.5637,46200,40200,0.9204
3914,Angelo State University,TX,1210,490,470,965,6867,6454,6559,15055,1,5430,0.5451,0.0818,0.305,0.0101,0.0048,0.0007,0.0227,0.0287,0.0011,0.406180194,0.190618019,0.156366344,0.143335815,0.103499628,0.5457,0.5526,0.2975,43000,38000,0.7851
3918,Austin College,TX,561,615,600,1181,7605,17273,33830,33830,2,1206,0.5779,0.0605,0.1567,0.1476,0.0149,0.0008,0.0091,0.0265,0.0058,0.248888889,0.151111111,0.193333333,0.166666667,0.24,0.8279,0.7665,0.7177,54400,47600,0.8741
3926,Baylor University,TX,524,620,605,1215,8793,19090,35972,35972,2,13221,0.6408,0.0741,0.1386,0.0646,0.0033,0.0003,0.0473,0.0289,0.002,0.24550316,0.120807001,0.160427808,0.177442878,0.295819154,0.8825,0.4916,0.7472,55900,49100,0.8148
3940,Concordia University-Texas,TX,300,525,500,1035,6269,12791,25880,25880,2,1493,0.5017,0.1273,0.221,0.0261,0.0074,0,0,0.0074,0.1092,0.417910448,0.187633262,0.146055437,0.137526653,0.1108742,0.4836,0.7106,0.3438,46000,41000,1
3943,Texas A & M University-Corpus Christi,TX,1447,495,470,960,7505,6678,7172,15668,1,9137,0.4006,0.0522,0.4602,0.0217,0.0034,0.0004,0.0158,0.0322,0.0136,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5733,0.5459,0.4021,47000,42400,0.6801
3946,Dallas Baptist University,TX,229,562,564,1078,7607,14692,22350,22350,2,3375,0.6231,0.163,0.1241,0.019,0.0065,0.0018,0,0.0625,0,0.352785146,0.170424403,0.172413793,0.147214854,0.157161804,0.6973,0.6157,0.5518,45700,42200,1
3947,Dallas Christian College,TX,467,449,460,930,4459,11221,14688,14688,2,316,0.4905,0.2532,0.1835,0,0.019,0.0032,0.0348,0.0032,0.0127,0.474418605,0.125581395,0.176744186,0.130232558,0.093023256,0.5833,0.7239,0.3023,47500,42200,0.3958
3950,University of Dallas,TX,1409,595,615,1216,7217,15224,33110,33110,2,1374,0.6689,0.0146,0.1863,0.0437,0.0015,0.0007,0.0349,0.0298,0.0197,0.183364839,0.09073724,0.166351607,0.206049149,0.353497165,0.7705,0.5066,0.6602,48900,45200,0.5202
3953,East Texas Baptist University,TX,1006,490,475,957,6153,12202,22590,22590,2,1132,0.6422,0.1926,0.1016,0.0035,0.0062,0.0027,0.0327,0.0097,0.0088,0.407407407,0.17037037,0.17037037,0.140740741,0.111111111,0.5714,0.722,0.3333,42200,36700,0.7653
3955,Texas A & M University-Commerce,TX,838,500,485,987,7743,7721,6583,17203,1,6951,0.5464,0.2014,0.1427,0.0168,0.0094,0.0013,0.0306,0.0423,0.0091,0.534090909,0.17256871,0.142970402,0.088530655,0.061839324,0.6687,0.5986,0.4518,38700,37100,0.5806
3969,Hardin-Simmons University,TX,177,520,500,1035,6653,11836,23460,23460,2,1690,0.7243,0.0669,0.1485,0.0083,0.0024,0.0006,0.0249,0.0189,0.0053,0.341288783,0.1575179,0.151551313,0.190930788,0.158711217,0.6285,0.604,0.514,46200,38600,0.7157
3972,Houston Baptist University,TX,996,540,525,1075,6504,13381,27930,27930,2,2165,0.2776,0.1921,0.2605,0.1275,0.0037,0.0023,0.0739,0.036,0.0263,0.465338645,0.193625498,0.140239044,0.109960159,0.090836653,0.6284,0.5765,0.4388,47100,43600,0.584
3975,University of Houston-Downtown,TX,1476,465,430,894,7279,6072,5238,13734,1,13297,0.18,0.2529,0.3947,0.0919,0.0044,0.0032,0.0092,0.052,0.0117,0.65081943,0.186623357,0.098183966,0.039864167,0.02450908,0.6309,0.4419,0.1408,46500,42800,0.5322
3977,University of Houston,TX,554,590,550,1136,10569,9305,8401,16897,1,30357,0.2843,0.1155,0.2998,0.2122,0.0015,0.0026,0.0311,0.0464,0.0067,0.503532434,0.180842279,0.137994311,0.089365997,0.088264978,0.8463,0.4299,0.4754,55900,48300,0.8759
3979,Howard Payne University,TX,435,485,470,953,5553,11845,23200,23200,2,1059,0.6516,0.0944,0.1974,0.0028,0.0028,0.0009,0.0349,0.0019,0.0132,0.326894502,0.187221397,0.190193165,0.179791976,0.11589896,0.6094,0.6664,0.4196,39200,37300,1
3980,Huston-Tillotson University,TX,282,400,400,780,5676,13782,13494,13494,2,924,0.04,0.7305,0.1807,0.0043,0.0011,0,0.0032,0.0325,0.0076,0.584415584,0.181818182,0.131168831,0.068831169,0.033766234,0.5121,0.8382,0.2606,31800,30500,0.6322
3981,University of the Incarnate Word,TX,1454,490,475,967,7616,14974,24790,24790,2,6346,0.206,0.0703,0.6013,0.0191,0.0036,0.0025,0.011,0.032,0.0542,0.420495768,0.195586457,0.174727932,0.113966143,0.0952237,0.6909,0.6301,0.4,46300,42700,0.4557
3990,Lamar University,TX,1116,495,480,974,7689,6771,7429,15925,1,9175,0.4936,0.3019,0.1136,0.0384,0.0045,0.0001,0.015,0.0167,0.0162,0.483589531,0.187577898,0.145201496,0.108641462,0.074989614,0.5346,0.5438,0.346,45400,38800,0.7955
3995,Texas A & M International University,TX,317,465,441,892,7689,3700,5818,14314,1,6560,0.0178,0.0061,0.9454,0.0058,0.0005,0.0002,0.0021,0.0189,0.0032,0.652601969,0.17862166,0.10583685,0.037623066,0.025316456,0.737,0.3872,0.4298,44700,45200,0.6812
3997,LeTourneau University,TX,207,595,570,1175,7287,14855,25740,25740,2,2173,0.6383,0.0934,0.0911,0.011,0.0046,0.0009,0.0341,0.0456,0.081,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7673,0.7886,0.528,59200,50000,0.4815
4000,Lubbock Christian University,TX,1475,510,500,1010,5878,9939,18740,18740,2,1466,0.7156,0.0512,0.2012,0.0027,0.0075,0.0027,0,0.0191,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6975,0.7878,0.4125,41800,36700,0.5526
4002,University of Mary Hardin-Baylor,TX,1313,530,510,1069,7197,17201,25200,25200,2,3006,0.6035,0.1427,0.174,0.0143,0.0057,0.0043,0.0173,0.0233,0.015,0.354593329,0.182562902,0.172030427,0.158572265,0.132241077,0.6597,0.6876,0.4719,45700,41700,1
4004,McMurry University,TX,584,495,480,982,5688,12419,24296,24296,2,1157,0.5774,0.1608,0.2074,0.0095,0.0069,0.0026,0.0216,0.013,0.0009,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5908,0.6637,0.3794,41800,37200,0.9765
4008,Midwestern State University,TX,942,505,490,993,7118,6401,7665,9615,1,5192,0.5782,0.1464,0.1458,0.031,0.0064,0.0029,0.0248,0.0547,0.0098,0.39638865,0.185726569,0.177987962,0.143594153,0.096302666,0.6726,0.5099,0.4422,41900,38500,0.7671
4019,University of North Texas,TX,595,560,545,1100,9746,7327,8745,17241,1,31243,0.5114,0.1423,0.206,0.0535,0.0052,0.0012,0.0313,0.0392,0.01,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7503,0.5602,0.4993,45900,42100,1
4021,Northwood University-Texas,TX,377,475,445,981,6060,9873,22130,22130,2,645,0.2093,0.2729,0.245,0.014,0.0031,0,0.0062,0.045,0.2047,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5671,0.8244,0.3083,49500,44600,1
4027,Our Lady of the Lake University,TX,750,460,445,882,7587,15625,23938,23938,2,1509,0.116,0.0769,0.729,0.0093,0.006,0.0007,0,0.0106,0.0517,0.512796209,0.177251185,0.163033175,0.09478673,0.052132701,0.557,0.7795,0.341,40800,39200,0.3529
4028,The University of Texas-Pan American,TX,661,490,460,937,7552,3951,5173,13669,1,17200,0.0316,0.0057,0.9003,0.0113,0.0005,0.0009,0.0038,0.0207,0.0253,0.673418325,0.169307757,0.095674967,0.040152508,0.021446444,0.7627,0.424,0.393,43000,40500,0.8549
4032,Paul Quinn College,TX,1523,405,400,775,4385,14259,13525,13525,2,243,0.0123,0.8683,0.1111,0,0,0,0,0.0082,0,0.740740741,0.152263375,0.065843621,PrivacySuppressed,PrivacySuppressed,0.5714,0.8698,0.049,31100,29500,0.2903
4033,Prairie View A & M University,TX,230,430,415,845,7307,5137,6764,15350,1,6731,0.0284,0.8568,0.0588,0.0244,0.0021,0.0004,0.011,0.0126,0.0055,0.540326697,0.198825932,0.130678918,0.078356304,0.051812149,0.6788,0.7982,0.3652,37200,33600,0.8333
4036,Rice University,TX,35,745,715,1454,13468,18601,38941,38941,2,3920,0.3944,0.0643,0.1505,0.2138,0.0015,0,0.0469,0.1145,0.014,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9817,0.1798,0.9111,81300,59900,0.7813
4039,Saint Edward's University,TX,1160,560,560,1117,7920,21461,33720,33720,2,4077,0.4307,0.0395,0.3689,0.0275,0.0044,0.0022,0.0292,0.0824,0.0152,0.35013089,0.185863874,0.163612565,0.147251309,0.153141361,0.8263,0.5887,0.6952,50200,44700,0.4497
4041,University of St Thomas,TX,1127,565,540,1121,6830,16575,28240,28240,2,1529,0.3126,0.0608,0.3793,0.119,0.0026,0.0026,0.0196,0.0889,0.0144,0.450909091,0.183636364,0.138181818,0.105454546,0.121818182,0.766,0.4209,0.5104,56900,48800,0.9949
4042,Sam Houston State University,TX,732,510,495,999,7316,7143,7022,15518,1,16255,0.5579,0.1793,0.1885,0.0112,0.0042,0.0015,0.0233,0.0124,0.0217,0.447191654,0.176361298,0.146348435,0.120623124,0.10947549,0.7752,0.6009,0.5061,45400,41400,0.7269
4047,Schreiner University,TX,1448,500,485,995,5712,11488,22484,22484,2,1051,0.6213,0.0343,0.2902,0.0105,0.0019,0.001,0.0362,0.0048,0,0.356083086,0.161721068,0.163204748,0.172106825,0.146884273,0.6654,0.9082,0.4084,40400,36700,0.595
4049,St Mary's University,TX,548,530,520,1050,9441,19894,25126,25126,2,2390,0.141,0.0351,0.7247,0.0264,0.0021,0.0021,0,0.0414,0.0272,0.46497373,0.175131349,0.157618214,0.113835377,0.088441331,0.7277,0.682,0.5504,50300,46300,0.6287
4055,Southern Methodist University,TX,371,660,645,1302,11283,25050,43800,43800,2,6295,0.6556,0.055,0.1172,0.0672,0.0043,0.0011,0.0295,0.0667,0.0033,0.281690141,0.139362491,0.148999259,0.146775389,0.283172721,0.8891,0.3247,0.7902,64400,52200,0.6428
4062,Southwestern University,TX,400,590,580,1168,7926,16516,35240,35240,2,1528,0.6695,0.0478,0.1898,0.0438,0.0059,0.0013,0.0196,0.0164,0.0059,0.254966887,0.175496689,0.150662252,0.150662252,0.268211921,0.8736,0.5244,0.7008,54000,47200,0.663
4063,Stephen F Austin State University,TX,507,505,485,998,7087,5908,8412,19032,1,10715,0.5723,0.2239,0.1393,0.0093,0.0051,0.0005,0.0235,0.0077,0.0183,0.407861452,0.17571512,0.157034443,0.137575404,0.121813582,0.6729,0.601,0.4317,43300,39700,0.7964
4064,Texas State University,TX,1056,525,510,1045,7528,6728,8060,17264,1,31005,0.5375,0.0709,0.3144,0.0184,0.003,0.0013,0.0296,0.0043,0.0206,0.40885644,0.161415761,0.146734386,0.138242997,0.144750417,0.7709,0.5201,0.5737,47800,43700,0.7345
4065,Southwestern Adventist University,TX,437,475,485,949,6105,11983,18640,18640,2,715,0.2364,0.1552,0.4308,0.0476,0.0028,0.0084,0.0434,0.0699,0.0056,0.5,0.169683258,0.153846154,0.092760181,0.083710407,0.7155,0.6212,0.3824,43000,37900,0.5341
4067,Sul Ross State University,TX,402,440,425,865,6180,5807,5436,13932,1,2000,0.2615,0.0695,0.624,0.0025,0.0045,0.001,0.0155,0.0045,0.017,0.617671346,0.156895128,0.113129645,0.06688687,0.045417011,0.4784,0.5858,0.2851,40500,38000,0.6818
4068,Tarleton State University,TX,506,500,480,984,7074,5831,5856,14352,1,11328,0.6878,0.0994,0.1548,0.0117,0.0064,0.0026,0.0269,0.0049,0.0054,0.444011052,0.184137819,0.158946855,0.126929953,0.085974322,0.6835,0.5557,0.4336,44900,40400,0.5227
4076,Texas A & M University-Kingsville,TX,1377,465,435,895,7392,5669,6940,17560,1,9400,0.206,0.0653,0.6754,0.0084,0.0028,0.001,0.0072,0.0156,0.0183,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6374,0.7603,0.341,44300,39700,0.6426
4078,Texas A & M University-College Station,TX,876,605,575,1182,10287,8988,8506,25126,1,43931,0.6791,0.0275,0.1964,0.0495,0.0029,0.001,0.0288,0.013,0.0019,0.318763605,0.158641707,0.143317371,0.15245973,0.226817588,0.9143,0.3511,0.7908,62800,52900,0.8942
4079,The University of Texas at Arlington,TX,605,560,520,1077,8272,7034,8878,17374,1,25415,0.3964,0.147,0.2556,0.1177,0.0029,0.0022,0.0323,0.0391,0.0068,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7083,0.5975,0.4041,50900,46400,0.6343
4080,The University of Texas at Austin,TX,203,650,610,1262,10900,10476,9798,33842,1,39323,0.4754,0.0429,0.2182,0.1792,0.0022,0.0011,0.0314,0.0465,0.0032,0.341801156,0.162482566,0.160988245,0.141860929,0.192867105,0.9363,0.4008,0.7944,65400,52800,0.9068
4081,The University of Texas at Dallas,TX,558,650,610,1262,12416,10335,10864,26038,1,13042,0.4035,0.0636,0.1677,0.265,0.0021,0.002,0.0389,0.0432,0.014,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8811,0.5766,0.6291,58300,49500,0.7285
4082,The University of Texas at El Paso,TX,1538,475,445,923,8167,4743,7255,19175,1,19527,0.0757,0.0269,0.8281,0.0075,0.0022,0.0012,0.0061,0.0489,0.0034,0.649683578,0.171618578,0.101040438,0.052879974,0.024777432,0.6989,0.4967,0.3946,42700,39800,0.7051
4083,The University of Texas at Tyler,TX,1245,544,515,1064,7291,4739,7222,17842,1,5338,0.6285,0.094,0.1435,0.0259,0.0032,0.0019,0.0813,0.0129,0.0088,0.484680694,0.183831672,0.138796604,0.107050572,0.085640458,0.664,0.4778,0.4412,48700,41600,0.7743
4085,Texas Christian University,TX,308,600,580,1206,10206,23965,36590,36590,2,8597,0.738,0.0512,0.1059,0.0224,0.0098,0.0026,0.0077,0.0455,0.017,0.236641221,0.108505998,0.146128681,0.136859324,0.371864776,0.9021,0.3421,0.76,58300,49100,0.9804
4088,Texas Lutheran University,TX,376,530,505,1041,6626,12423,25890,25890,2,1295,0.5614,0.0803,0.3081,0.01,0.0039,0,0.0023,0.0015,0.0324,0.278499279,0.177489178,0.213564214,0.18037518,0.15007215,0.7014,0.7011,0.5151,48500,43600,0.6119
4089,The University of Texas of the Permian Basin,TX,1297,523,500,1008,7196,5242,5250,13674,1,2947,0.4184,0.0601,0.4639,0.0248,0.0081,0.0024,0.0085,0.0112,0.0027,0.492007105,0.203670811,0.154529307,0.092362345,0.057430432,0.6639,0.2456,0.2688,47000,42400,0.596
4090,The University of Texas at San Antonio,TX,999,540,510,1050,9272,7114,7457,16031,1,23840,0.2772,0.0934,0.487,0.0532,0.0016,0.0018,0.0273,0.0477,0.0109,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6437,0.5512,0.3,47800,44100,0.7178
4092,Texas Southern University,TX,271,425,410,832,7660,6770,7946,18566,1,6288,0.018,0.837,0.0612,0.0274,0.0049,0,0,0.0514,0.0002,0.681018078,0.157706946,0.092293054,0.04019981,0.028782112,0.5517,0.7412,0.1633,37200,31300,0.757
4093,Texas Tech University,TX,773,570,540,1116,8757,8919,7517,16013,1,26809,0.6329,0.0587,0.2063,0.0268,0.0034,0.001,0.0283,0.0367,0.0059,0.338660245,0.156523643,0.14984676,0.149408932,0.20556042,0.8233,0.4932,0.5904,54500,46100,0.8605
4095,Texas Wesleyan University,TX,96,510,505,997,6803,18728,22040,22040,2,1719,0.313,0.1553,0.2054,0.0175,0.0064,0.0006,0.0396,0.2373,0.025,0.539440204,0.175572519,0.124681934,0.096692112,0.063613232,0.705,0.8133,0.4123,41100,39500,0.586
4096,Texas Woman's University,TX,1339,485,470,953,7511,5374,7339,17965,1,9220,0.4169,0.2064,0.238,0.0808,0.0054,0.0013,0.0302,0.0141,0.0069,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7281,0.6135,0.4146,48200,44800,0.9718
4097,Trinity University,TX,699,635,625,1270,9715,16474,34678,34678,2,2127,0.559,0.0362,0.1707,0.0644,0.0024,0.0005,0.0381,0.0686,0.0602,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9563,0.3828,0.8162,67100,53200,0.7911
4109,Wayland Baptist University,TX,1524,470,455,940,4845,8331,12550,12550,2,4246,0.4317,0.1684,0.2671,0.0247,0.0071,0.0097,0.0384,0.0104,0.0426,0.480653482,0.21539123,0.158211522,0.094582975,0.051160791,0.4704,0.42,0.332,44400,40900,1
4111,West Texas A & M University,TX,1018,490,480,994,7359,5769,6500,7220,1,6890,0.6386,0.0533,0.234,0.0122,0.0054,0.0006,0.0226,0.0174,0.016,0.420598389,0.178653625,0.15420023,0.141254315,0.105293441,0.6555,0.512,0.403,44400,40000,0.7562
4117,Brigham Young University-Provo,UT,349,630,625,1277,9649,5348,4850,4850,2,27765,0.8344,0.0047,0.0554,0.0198,0.0041,0.006,0.031,0.0323,0.0124,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8461,0.1918,0.7797,66700,57400,0.7409
4118,Brigham Young University-Hawaii,HI,157,530,530,1081,8794,3449,4770,4770,2,2664,0.3566,0.0034,0.0556,0.036,0.0023,0.0706,0.0867,0.3885,0.0004,0.455497382,0.119109948,0.168848168,0.155759162,0.10078534,0.6132,0.2189,0.4703,45200,39400,1
4135,Southern Utah University,UT,514,520,520,1066,6526,5380,5924,17902,1,5620,0.8112,0.0128,0.0441,0.0082,0.0173,0.0119,0.0117,0.0518,0.031,0.440334129,0.160302307,0.190930788,0.134447096,0.07398568,0.6473,0.5257,0.526,41100,37200,0.7485
4139,Utah State University,UT,1502,560,545,1087,8206,4989,6030,17550,1,20775,0.8003,0.0103,0.0511,0.0097,0.0227,0.0024,0.0168,0.0214,0.0652,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6577,0.3227,0.5109,47800,42400,0.9627
4142,University of Utah,UT,1238,574,552,1109,7764,9592,7457,23736,1,23273,0.7156,0.0122,0.0938,0.0505,0.0054,0.0059,0.0319,0.0664,0.0182,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8791,0.3557,0.6037,58600,49300,0.9448
4144,Westminster College,UT,1061,555,555,1134,8393,18359,29500,29500,2,2260,0.6854,0.0128,0.0982,0.0248,0.008,0.0035,0.0248,0.054,0.0885,0.305023923,0.148325359,0.196172249,0.142344498,0.208133971,0.75,0.6207,0.5714,51500,45500,1
